,_record_id,_title,_server_updated_at,_created_by,_updated_by,_geometry,_latitude,_longitude,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,number_of_operators,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,number_of_available_trolleys,serving_customer,garage_blocking,accident,describe_the_accident,noise,traffic_congestion,maximum_number_of_vehicles_in_the_traffic_jam
275,febd53d0-6c61-4512-9fd6-99a096894d04,"1–27 Avenida Malintzi
Puebla de Zaragoza PUE 72210
MX",2022-11-09 20:27:08 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1708208659 19.0761653055),19.0761653055,-98.1708208659,14:24,XE-6383-A,Fastenal,Sales (usually small car or motorcycle),Pick-up,1,no,Tools ,1 Photo,14:26,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
276,68fd022b-56cf-40f1-b34c-e9a77d6cc466,"2213 Calle Cordillera Central
Puebla de Zaragoza PUE 72220
MX",2022-11-09 18:58:55 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1672783383 19.0721686464),19.0721686464,-98.1672783383,12:51,TNH-542-B,5,Sales & delivery,Automobile,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:52,Street - next to the curbside,no,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
277,5b02a047-35ed-4b67-b063-4f095bba9b14,"2218–2234 Calle Cordillera Central
Puebla de Zaragoza PUE 72220
MX",2022-11-09 18:48:24 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1669909229 19.0719752759),19.0719752759,-98.1669909229,12:40,XWA-636-A,Coca-Cola,Sales (usually small car or motorcycle),Automobile,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:41,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
278,faaa3bf6-0aa1-4ad9-9395-77e654228cc2,"9006 Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 18:39:13 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1665766892 19.0720751882),19.0720751882,-98.1665766892,12:32,SN-29-824,5,Sales & delivery,Light truck or Van,1,no,Produce (fruits & vegetables),1 Photo,12:34,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
279,c43d8722-97dc-4750-8d11-e1922aef3f7e,"2218–2234 Calle Cordillera Central
Puebla de Zaragoza PUE 72220
MX",2022-11-09 18:34:06 UTC,Eduardo Zárate,Eduardo Zárate,SRID=4326;POINT(-98.166975953 19.071961034),19.071961034,-98.166975953,12:24,WZ-5819-A,5,Delivery,Light truck or Van,2,yes,Hielo ,1 Photo,12:25,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
280,ea61b3cb-ddd8-4400-a17b-22f183d60223,"9002–9026 Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 18:13:31 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1667017056 19.071999466),19.071999466,-98.1667017056,12:04,9607E2,JUMEX,Sales & delivery,Motorcycle,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:05,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
281,ae8ea7eb-e3f3-4d44-926e-6205f04cf6e5,"8811A Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 18:08:28 UTC,Pedro Contreras,Diego Galicia Lugo,SRID=4326;POINT(-98.1677300391 19.0706946049),19.0706946049,-98.1677300391,11:47,SN-29-117,Pringles,Sales & delivery,SUV,1,no,"Chips,Nonfood",1 Photo,11:50,Street - next to the curbside,no,no,Rear,0,1.0,yes,no,2.0,no,no,3.0
282,0175f6b2-5e39-4d17-be7b-5f22ce81d18a,"2034B Calle Cordillera de los Alpes
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 17:39:27 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1676052 19.0754693),19.0754693,-98.1676052,10:45,XY-38-302,Pepsi,Sales & delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:10,Street - next to the curbside,no,no,Side,0,4.0,yes,no,2.0,no,no,3.0
283,761b4bb0-19e3-4bd1-bd86-3f09f7c2d894,"9022 Sierra Morena
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 17:39:26 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1656903 19.0724087),19.0724087,-98.1656903,10:44,SN-17-510,Danone,Sales & delivery,Light truck or Van,1,yes,"Dairy (milk, cheese, etc.)",1 Photo,10:47,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
284,8ae3f454-a90d-4b89-be8c-c5a3e165cab8,"2421 Cord. del Pindo
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 17:39:26 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.1667233 19.0701709),19.0701709,-98.1667233,10:23,No,Coca Cola,Delivery,Heavy duty truck,2,no,"Dairy (milk, cheese, etc.)",1 Photo,10:30,Street - next to the curbside,no,no,Side,1,4.0,yes,no,2.0,no,no,3.0
285,11dfd3f0-8a5d-4d2a-b2b9-570781fc9dbe,"9002 Avenida Montes Urales
Heroica Puebla de Zaragoza Puebla 72220
México",2022-11-09 17:39:25 UTC,Alejandro Matias,Alejandro Matias,SRID=4326;POINT(-98.166637 19.0718907),19.0718907,-98.166637,09:37,23J 237,Lala,Delivery,Light truck or Van,1,yes,"Dairy (milk, cheese, etc.)",1 Photo,09:49,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
286,db46f0d4-590e-415f-9a36-fd4c105055c5,"Avenida Unidad Deportiva
Puebla de Zaragoza PUE 72220
MX",2022-11-09 17:27:16 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1643093243 19.0733588603),19.0733588603,-98.1643093243,11:24,TZW-91-27,NONE,Sales & delivery,Automobile,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:25,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
287,10d9ef84-7845-4d25-883d-e403a4fcd2ed,"2404 Calle Cordillera de los Balcanes
Puebla de Zaragoza PUE 72220
MX",2022-11-09 16:51:26 UTC,Pedro Contreras,Pedro Contreras,SRID=4326;POINT(-98.1659305166 19.0726300372),19.0726300372,-98.1659305166,10:44,TE-5804-G,La Costeña,Delivery,Light truck or Van,1,no,"Nonfood,Other",1 Photo,10:46,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
288,547b7345-f8ac-4b79-838b-f8da6bdd2f86,"9053–9057 Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 16:30:44 UTC,Eduardo Zárate,Eduardo Zárate,SRID=4326;POINT(-98.1653153945 19.073614697),19.073614697,-98.1653153945,10:18,SN-29-117,Crunch-It,Delivery,Pick-up,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,10:19,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
289,c945b9ea-fa24-44f9-bc41-dc0fd492164b,"9053–9057 Avenida Montes Urales
Puebla de Zaragoza PUE 72220
MX",2022-11-09 16:30:44 UTC,Eduardo Zárate,Eduardo Zárate,SRID=4326;POINT(-98.1652930197 19.0736508138),19.0736508138,-98.1652930197,10:16,23J-237,LaLa,Delivery,Light truck or Van,2,yes,"Dairy (milk, cheese, etc.)",1 Photo,10:27,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
290,b267f7e4-5e7e-4a27-85ea-0ca4b25f9a87,"2404 Calle Cordillera Central
Puebla de Zaragoza PUE 72220
MX",2022-11-09 15:42:16 UTC,Eduardo Zárate,Eduardo Zárate,SRID=4326;POINT(-98.1667056879 19.071857551),19.071857551,-98.1667056879,09:36,SN-17-510,Danone,Delivery,Light truck or Van,1,yes,"Dairy (milk, cheese, etc.)",1 Photo,09:46,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
291,0c549067-d6d6-4137-bf3c-7abbe6c44901,"84 Avenida Teziutlán Norte
Puebla de Zaragoza PUE 72160
MX",2022-11-07 22:41:09 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2254263603 19.0581423267),19.0581423267,-98.2254263603,15:15,SM46579,no,Delivery,Pick-up,2,no,Produce (fruits & vegetables),1 Photo,15:32,Street - next to the curbside,no,no,Rear,1,4.0,yes,no,2.0,no,no,3.0
292,0390c1cf-cd81-423e-8c9d-fdf2d4fca170,"6 Avenida 5 Poniente
Puebla PUE 72000
MX",2022-11-03 17:54:57 UTC,José Oropeza,José Oropeza,SRID=4326;POINT(-98.2005907028 19.0435135414),19.0435135414,-98.2005907028,11:32,TTV-378-A,5,Delivery,Automobile,1,no,Produce (fruits & vegetables),1 Photo,11:35,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
293,c6487edc-4e83-4879-8587-69290726749a,1,2022-11-03 17:54:57 UTC,José Oropeza,José Oropeza,SRID=4326;POINT(-98.1959056349 19.0441463323),19.0441463323,-98.1959056349,10:55,SP-38-651,5,Delivery,Light truck or Van,2,no,Junk food,1 Photo,11:15,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
294,f964004e-67a0-4b75-b2b0-ce04b9f0b344,1,2022-11-03 17:54:56 UTC,José Oropeza,José Oropeza,SRID=4326;POINT(-98.194933077 19.043612116),19.043612116,-98.194933077,10:36,HL-3785-F,5,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,11:00,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
295,5656a189-19f5-45a7-b53b-1a3db0de6571,1,2022-11-03 17:54:56 UTC,José Oropeza,José Oropeza,SRID=4326;POINT(-98.1948560508 19.0436070826),19.0436070826,-98.1948560508,10:33,SP-29-798,5,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,10:50,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
296,bcbd462b-4c63-490b-bfec-0ef6657ead73,"406-B Avenida 2 Oriente
Puebla PUE 72000
MX",2022-11-03 17:54:44 UTC,Emilio Garza,Emilio Garza,SRID=4326;POINT(-98.1945033093 19.043335537),19.043335537,-98.1945033093,11:19,05-AP-6G,Infra,Delivery,Light truck or Van,1,no,Gas,1 Photo,11:21,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
297,cd9ba76d-d899-4d87-9512-486aedb1b149,"402E Avenida 2 Oriente
Puebla PUE 72000
MX",2022-11-03 17:14:09 UTC,Emilio Garza,Emilio Garza,SRID=4326;POINT(-98.1948728731 19.0435760418),19.0435760418,-98.1948728731,11:03,LE-88-707,Alpura ,Delivery,Pick-up,2,yes,"Dairy (milk, cheese, etc.)",1 Photo,11:04,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
298,657541f6-7871-4165-80b2-bef59db83e18,"402 Avenida 2 Oriente
Puebla PUE 72000
MX",2022-11-03 17:14:09 UTC,Emilio Garza,Emilio Garza,SRID=4326;POINT(-98.1949010531 19.043589516),19.043589516,-98.1949010531,11:00,HL-3785-F,Bimbo,Delivery,Pick-up,2,no,"Bakery (bread, cookies, cakes, etc.),Produce (fruits & vegetables)",1 Photo,11:08,Street - next to the curbside,yes,no,Rear,1,4.0,no,no,2.0,no,no,3.0
